iteration,loss
0,0.69482421875
1,0.68994140625
2,0.6796875
3,0.669921875
4,0.66064453125
5,0.65234375
6,0.64599609375
7,0.63916015625
8,0.63232421875
9,0.6279296875
10,0.623046875
11,0.61865234375
12,0.61474609375
13,0.61181640625
14,0.60791015625
15,0.6064453125
16,0.60205078125
17,0.59912109375
18,0.59765625
19,0.59423828125
20,0.59130859375
21,0.58837890625
22,0.58837890625
23,0.583984375
24,0.5830078125
25,0.58056640625
26,0.5771484375
27,0.57568359375
28,0.5751953125
29,0.572265625
30,0.5703125
31,0.568359375
32,0.56591796875
33,0.5654296875
34,0.56298828125
35,0.56201171875
36,0.56005859375
37,0.55908203125
38,0.556640625
39,0.55419921875
40,0.552734375
41,0.552734375
42,0.55078125
43,0.5498046875
44,0.54736328125
45,0.54541015625
46,0.54443359375
47,0.5439453125
48,0.54150390625
49,0.54150390625
50,0.5400390625
51,0.5380859375
52,0.53662109375
53,0.53515625
54,0.5341796875
55,0.533203125
56,0.53125
57,0.5302734375
58,0.5283203125
59,0.52978515625
60,0.52734375
61,0.52490234375
62,0.525390625
63,0.5244140625
64,0.52294921875
65,0.52197265625
66,0.521484375
67,0.52001953125
68,0.51953125
69,0.51806640625
70,0.51708984375
71,0.5166015625
72,0.51611328125
73,0.51416015625
74,0.513671875
75,0.5126953125
76,0.51123046875
77,0.5107421875
78,0.5107421875
79,0.50927734375
80,0.50830078125
81,0.5078125
82,0.5078125
83,0.505859375
84,0.5048828125
85,0.50390625
86,0.5048828125
87,0.50341796875
88,0.50244140625
89,0.50244140625
90,0.5009765625
91,0.50048828125
92,0.5
93,0.49853515625
94,0.498046875
95,0.4970703125
96,0.496826171875
97,0.495849609375
98,0.49560546875
99,0.494384765625
100,0.49462890625
101,0.4931640625
102,0.49267578125
103,0.4921875
104,0.491943359375
105,0.4912109375
106,0.490966796875
107,0.4892578125
108,0.4892578125
109,0.488525390625
110,0.487548828125
111,0.48779296875
112,0.48681640625
113,0.486328125
114,0.4853515625
115,0.485107421875
116,0.484619140625
117,0.4833984375
118,0.482421875
119,0.482421875
120,0.481689453125
121,0.4814453125
122,0.480712890625
123,0.48046875
124,0.4794921875
125,0.47900390625
126,0.478515625
127,0.478515625
128,0.4775390625
129,0.476806640625
130,0.476318359375
131,0.475830078125
132,0.47607421875
133,0.47509765625
134,0.47412109375
135,0.47412109375
136,0.473388671875
137,0.47314453125
138,0.47216796875
139,0.472412109375
140,0.47119140625
141,0.4716796875
142,0.470458984375
143,0.4697265625
144,0.468994140625
145,0.4697265625
146,0.468505859375
147,0.46826171875
148,0.468017578125
149,0.467041015625
150,0.467041015625
151,0.46630859375
152,0.466064453125
153,0.466064453125
154,0.465576171875
155,0.46484375
156,0.4638671875
157,0.4638671875
158,0.4638671875
159,0.462890625
160,0.463134765625
161,0.46240234375
162,0.461669921875
163,0.461181640625
164,0.4619140625
165,0.460693359375
166,0.460693359375
167,0.46044921875
168,0.459716796875
169,0.458984375
170,0.45849609375
171,0.45849609375
172,0.457763671875
173,0.457275390625
174,0.45703125
175,0.4560546875
176,0.456787109375
177,0.455810546875
178,0.455322265625
179,0.455322265625
180,0.455078125
181,0.4541015625
182,0.4541015625
183,0.45361328125
184,0.453125
185,0.452880859375
186,0.4521484375
187,0.451904296875
188,0.45166015625
189,0.451416015625
190,0.450439453125
191,0.4501953125
192,0.44970703125
193,0.44921875
194,0.44873046875
195,0.448974609375
196,0.447998046875
197,0.44775390625
198,0.447509765625
199,0.447509765625
200,0.446533203125
201,0.446533203125
202,0.445556640625
203,0.446044921875
204,0.4453125
205,0.44482421875
206,0.44482421875
207,0.4443359375
208,0.44384765625
209,0.44384765625
210,0.443115234375
211,0.44287109375
212,0.442626953125
213,0.442138671875
214,0.442138671875
215,0.441650390625
216,0.441162109375
217,0.44091796875
218,0.4404296875
219,0.440185546875
220,0.43994140625
221,0.43994140625
222,0.439208984375
223,0.439208984375
224,0.4384765625
225,0.4384765625
226,0.43798828125
227,0.4375
228,0.4375
229,0.437255859375
230,0.43701171875
231,0.4365234375
232,0.436279296875
233,0.436279296875
234,0.435546875
235,0.43505859375
236,0.434814453125
237,0.4345703125
238,0.434326171875
239,0.43408203125
240,0.43408203125
241,0.43359375
242,0.43359375
243,0.432861328125
244,0.43310546875
245,0.432373046875
246,0.43212890625
247,0.431884765625
248,0.431640625
249,0.431640625
250,0.431396484375
251,0.430419921875
252,0.4306640625
253,0.430419921875
254,0.43017578125
255,0.4296875
256,0.4296875
257,0.42919921875
258,0.429443359375
259,0.4287109375
260,0.42822265625
261,0.427734375
262,0.42822265625
263,0.427490234375
