iteration,loss
0,1.0498046875
1,1.0048828125
2,0.984375
3,0.97607421875
4,0.9599609375
5,0.9658203125
6,0.95751953125
7,0.95166015625
8,0.94775390625
9,0.95556640625
10,0.95166015625
11,0.95068359375
12,0.9423828125
13,0.9404296875
14,0.94091796875
15,0.935546875
16,0.927734375
17,0.93896484375
18,0.93310546875
19,0.93505859375
20,0.92431640625
21,0.935546875
22,0.93115234375
23,0.92822265625
24,0.92529296875
25,0.91845703125
26,0.91943359375
27,0.9130859375
28,0.91015625
29,0.91162109375
30,0.91748046875
31,0.90576171875
32,0.91259765625
33,0.90966796875
34,0.90966796875
35,0.89892578125
36,0.90576171875
37,0.89501953125
38,0.8974609375
39,0.884765625
40,0.8935546875
41,0.8876953125
42,0.888671875
43,0.8837890625
44,0.888671875
45,0.888671875
46,0.88525390625
47,0.87744140625
48,0.8798828125
49,0.87890625
50,0.87158203125
51,0.865234375
52,0.875
53,0.875
54,0.8681640625
55,0.86279296875
56,0.87255859375
57,0.869140625
58,0.869140625
59,0.86279296875
60,0.86279296875
61,0.86181640625
62,0.85693359375
63,0.8486328125
64,0.8544921875
65,0.8603515625
66,0.853515625
67,0.8544921875
68,0.8544921875
69,0.8603515625
70,0.849609375
71,0.8525390625
72,0.84423828125
73,0.84912109375
74,0.83349609375
75,0.845703125
76,0.83642578125
77,0.841796875
78,0.84033203125
79,0.841796875
80,0.8427734375
81,0.84130859375
82,0.83447265625
83,0.8359375
84,0.83642578125
85,0.82861328125
86,0.8212890625
87,0.833984375
88,0.82763671875
89,0.82568359375
90,0.82080078125
91,0.82763671875
92,0.8291015625
93,0.828125
94,0.81787109375
95,0.82373046875
96,0.818359375
97,0.8193359375
98,0.80419921875
99,0.81396484375
100,0.81787109375
101,0.80908203125
102,0.8115234375
103,0.81494140625
104,0.8173828125
105,0.810546875
106,0.80859375
107,0.80078125
108,0.80615234375
109,0.79931640625
110,0.79736328125
111,0.794921875
112,0.80322265625
113,0.7958984375
114,0.8017578125
115,0.7998046875
116,0.80224609375
117,0.794921875
118,0.794921875
119,0.7900390625
120,0.79150390625
121,0.77734375
122,0.7890625
123,0.7861328125
124,0.783203125
125,0.7802734375
126,0.78564453125
127,0.78857421875
128,0.78857421875
129,0.77490234375
130,0.779296875
131,0.779296875
132,0.77685546875
133,0.76123046875
134,0.775390625
135,0.771484375
136,0.77099609375
137,0.765625
138,0.77294921875
139,0.77392578125
140,0.76953125
141,0.7646484375
142,0.759765625
143,0.76416015625
144,0.76123046875
145,0.7490234375
146,0.75390625
147,0.7626953125
148,0.75244140625
149,0.7607421875
150,0.7529296875
151,0.7607421875
152,0.74951171875
153,0.75439453125
154,0.7470703125
155,0.74951171875
156,0.73779296875
157,0.7421875
158,0.74072265625
159,0.740234375
160,0.740234375
161,0.74365234375
162,0.7431640625
163,0.74267578125
164,0.732421875
165,0.73388671875
166,0.73779296875
167,0.7314453125
168,0.720703125
169,0.73046875
170,0.732421875
171,0.72412109375
172,0.72119140625
173,0.7275390625
174,0.7275390625
175,0.72705078125
176,0.72021484375
177,0.71630859375
178,0.71923828125
179,0.71826171875
180,0.7021484375
181,0.71142578125
182,0.71826171875
183,0.71044921875
184,0.70947265625
185,0.708984375
186,0.7158203125
187,0.7099609375
188,0.70556640625
189,0.69873046875
190,0.70849609375
191,0.69091796875
192,0.69775390625
193,0.69189453125
194,0.69873046875
195,0.6953125
196,0.69873046875
197,0.69482421875
198,0.69580078125
199,0.689453125
200,0.68603515625
201,0.69189453125
202,0.68701171875
203,0.673828125
204,0.685546875
205,0.68310546875
206,0.67919921875
207,0.67626953125
208,0.6787109375
209,0.6806640625
210,0.681640625
211,0.67138671875
212,0.671875
213,0.6708984375
214,0.673828125
215,0.65673828125
216,0.66455078125
217,0.67138671875
218,0.6630859375
219,0.66015625
220,0.662109375
221,0.6669921875
222,0.66455078125
223,0.65869140625
224,0.64794921875
225,0.65771484375
226,0.6533203125
227,0.6435546875
228,0.646484375
229,0.65478515625
230,0.64453125
231,0.650390625
232,0.64599609375
233,0.64892578125
